sub,task,run,space,res,desc,meanFD,relMeansRMSMotion,relMaxRMSMotion,meanDVInit,meanDVFinal,num_censored_volumes,nVolsRemoved,motionDVCorrInit,motionDVCorrFinal,coregDice,coregJaccard,coregCrossCorr,coregCoverag,normDice,normJaccard,normCrossCorr,normCoverage
023,rest,1,MNI152NLin2009cAsym,2,preproc,0.05742878336749988,0.032231844803149605,0.106986,15.687191190258755,3.2305389822155943,2,0,0.23848645779462463,-0.12219649265746804,0.910255227871454,0.8352921263329359,0.8980256327856873,0.9461545373056822,0.9118999979372512,0.8380663507109005,0.8870290236215778,0.9372455902306649
